,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,movieId,tmdbId,link,ml_title,ml_genres,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,Rok,OcenaImdb,genre_eng,similarity,diff,averageRating_int
tt0452623,movie,Gone Baby Gone,Gone Baby Gone,0,2007,\N,114,"Crime,Drama,Mystery",7.6,238657,55290,4771,https://www.imdb.com/title/tt0452623/,0452623,4771,234467,"Gdzie jesteś, Amando",Gone Baby Gone,2007,0,7,USA,"Dramat, Kryminał",2013-3-2,2013,3.5,"drama, crime",0,-0.5999999999999996,8
tt0454841,movie,The Hills Have Eyes,The Hills Have Eyes,0,2006,\N,107,"Horror,Thriller",6.4,151932,44397,9792,https://www.imdb.com/title/tt0454841/,0454841,9792,188708,Wzgórza mają oczy,The Hills Have Eyes,2006,0,7,"Francja, USA",Horror,2013-9-26,2013,3.5,horror,0,0.5999999999999996,6
tt0454876,movie,Life of Pi,Life of Pi,0,2012,\N,127,"Adventure,Drama,Fantasy",7.9,549592,97938,87827,https://www.imdb.com/title/tt0454876/,0454876,87827,282892,Życie Pi,Life of Pi,2012,0,6,"USA, Wielka Brytania, Tajwan","Dramat, Przygodowy",2016-12-28,2016,3.0,"drama, przygodowy",0,-1.9000000000000004,8
tt0455944,movie,The Equalizer,The Equalizer,0,2014,\N,132,"Action,Crime,Thriller",7.2,311900,112171,156022,https://www.imdb.com/title/tt0455944/,0455944,156022,316785,Bez litości,The Equalizer,2014,0,7,USA,Thriller,2014-12-15,2014,3.5,thriller,0,-0.20000000000000018,7
tt0457430,movie,Pan's Labyrinth,El laberinto del fauno,0,2006,\N,118,"Drama,Fantasy,War",8.2,586040,48394,1417,https://www.imdb.com/title/tt0457430/,0457430,1417,202908,Labirynt fauna,El laberinto del fauno,2006,0,7,"Hiszpania, Meksyk, USA","Dramat, Fantasy",2012-9-14,2012,3.5,"drama, fantasy",0,-1.1999999999999993,8
tt0457513,movie,Scoop,Scoop,0,2006,\N,96,"Comedy,Crime,Mystery",6.7,77320,46967,512,https://www.imdb.com/title/tt0457513/,0457513,512,228118,Scoop - Gorący temat,Scoop,2006,0,5,"USA, Wielka Brytania",Komedia kryminalna,2012-11-9,2012,2.5,komedia kryminalna,0,-1.7000000000000002,7
tt0457939,movie,The Holiday,The Holiday,0,2006,\N,136,"Comedy,Romance",6.9,226959,49286,1581,https://www.imdb.com/title/tt0457939/,0457939,1581,261979,Holiday,The Holiday,2006,0,5,USA,Komedia rom.,2014-12-25,2014,2.5,komedia rom.,0,-1.9000000000000004,7
tt0458481,movie,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,0,2014,\N,102,"Action,Crime,Thriller",6.5,144741,113573,189,https://www.imdb.com/title/tt0458481/,0458481,189,214272,Sin City: Damulka warta grzechu,Sin City: A Dame to Kill For,2014,0,5,USA,"Kryminał, Thriller",2014-10-6,2014,2.5,"crime, thriller",0,-1.5,6
tt0461770,movie,Enchanted,Enchanted,0,2007,\N,107,"Animation,Comedy,Family",7.0,168686,56152,4523,https://www.imdb.com/title/tt0461770/,0461770,4523,235793,Zaczarowana,Enchanted,2007,0,6,USA,"Familijny, Fantasy, Przygodowy",2012-9-14,2012,3.0,"familijny, fantasy, przygodowy",0,-1.0,7
tt0462200,movie,Black Snake Moan,Black Snake Moan,0,2006,\N,116,"Drama,Music",6.9,59174,51091,7874,https://www.imdb.com/title/tt0462200/,0462200,7874,235677,Jęk czarnego węża,Black Snake Moan,2006,0,6,USA,Dramat,2012-6-5,2012,3.0,drama,0,-0.9000000000000004,7
tt0465551,movie,Notes on a Scandal,Notes on a Scandal,0,2006,\N,92,"Crime,Drama,Romance",7.4,72115,49961,1259,https://www.imdb.com/title/tt0465551/,0465551,1259,264516,Notatki o skandalu,Notes on a Scandal,2006,0,6,Wielka Brytania,"Dramat, Thriller",2011-11-2,2011,3.0,"drama, thriller",0,-1.4000000000000004,7
tt0465602,movie,Shoot 'Em Up,Shoot 'Em Up,0,2007,\N,86,Action,6.7,141051,54999,4141,https://www.imdb.com/title/tt0465602/,0465602,4141,245851,Tylko strzelaj,Shoot 'Em Up,2007,0,6,USA,Akcja,2011-10-22,2011,3.0,action,0,-0.7000000000000002,7
tt0468569,movie,The Dark Knight,The Dark Knight,0,2008,\N,152,"Action,Crime,Drama",9.0,2154844,58559,155,https://www.imdb.com/title/tt0468569/,0468569,155,236351,Mroczny Rycerz,The Dark Knight,2008,0,7,"USA, Wielka Brytania","Akcja, Sci-Fi",2011-8-4,2011,3.5,"action, sci-fi",0,-2.0,9
tt0477080,movie,Unstoppable,Unstoppable,0,2010,\N,98,"Action,Thriller",6.7,176227,81782,44048,https://www.imdb.com/title/tt0477080/,0477080,44048,443610,Niepowstrzymany,Unstoppable,2010,0,7,USA,"Thriller, Akcja",2018-8-13,2018,3.5,"thriller, action",0,0.2999999999999998,7
tt0477302,movie,Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close,0,2011,\N,129,"Adventure,Drama,Mystery",6.9,94348,91325,64685,https://www.imdb.com/title/tt0477302/,0477302,64685,296427,"Strasznie głośno, niesamowicie blisko",Extremely Loud & Incredibly Close,2011,0,8,USA,Dramat,2013-9-5,2013,4.0,drama,0,1.0999999999999996,7
tt0477348,movie,No Country for Old Men,No Country for Old Men,0,2007,\N,122,"Crime,Drama,Thriller",8.1,790415,55820,6977,https://www.imdb.com/title/tt0477348/,0477348,6977,259289,To nie jest kraj dla starych ludzi,No Country for Old Men,2007,0,6,USA,"Dramat, Thriller",2011-10-20,2011,3.0,"drama, thriller",0,-2.0999999999999996,8
tt0481369,movie,The Number 23,The Number 23,0,2007,\N,98,"Crime,Mystery,Thriller",6.4,187029,51086,3594,https://www.imdb.com/title/tt0481369/,0481369,3594,260173,Numer 23,The Number 23,2007,0,5,USA,Thriller,2012-2-20,2012,2.5,thriller,0,-1.4000000000000004,6
tt0486822,movie,Disturbia,Disturbia,0,2007,\N,105,"Crime,Drama,Mystery",6.8,210702,52458,8271,https://www.imdb.com/title/tt0486822/,0486822,8271,284374,Niepokój,Disturbia,2007,0,8,USA,Thriller,2011-10-20,2011,4.0,thriller,0,1.2000000000000002,7
tt0488120,movie,Fracture,Fracture,0,2007,\N,113,"Crime,Drama,Thriller",7.2,174436,52604,6145,https://www.imdb.com/title/tt0488120/,0488120,6145,286244,Słaby punkt,Fracture,2007,0,6,"Niemcy, USA","Thriller, Dramat sądowy",2012-1-10,2012,3.0,"thriller, dramat sądowy",0,-1.2000000000000002,7
tt0493464,movie,Wanted,Wanted,0,2008,\N,110,"Action,Crime,Fantasy",6.7,346807,60072,8909,https://www.imdb.com/title/tt0493464/,0493464,8909,386028,Wanted - Ścigani,Wanted,2008,0,1,"Niemcy, USA",Akcja,2011-8-4,2011,0.5,action,0,-5.7,7
tt0756683,movie,The Man from Earth,The Man from Earth,0,2007,\N,87,"Drama,Fantasy,Sci-Fi",7.9,164060,55908,13363,https://www.imdb.com/title/tt0756683/,0756683,13363,322665,Człowiek z Ziemi,The Man from Earth,2007,0,5,USA,"Dramat, Sci-Fi",2019-7-28,2019,2.5,"drama, sci-fi",0,-2.9000000000000004,8
tt0757361,movie,Margot at the Wedding,Margot at the Wedding,0,2007,\N,93,"Comedy,Drama",6.0,18704,56274,13998,https://www.imdb.com/title/tt0757361/,0757361,13998,304289,Margot jedzie na ślub,Margot at the Wedding,2007,0,6,USA,"Dramat, Komedia obycz.",2011-10-20,2011,3.0,"drama, komedia obycz.",0,0.0,6
tt0758758,movie,Into the Wild,Into the Wild,0,2007,\N,148,"Adventure,Biography,Drama",8.1,537478,55247,5915,https://www.imdb.com/title/tt0758758/,0758758,5915,297829,Wszystko za życie,Into the Wild,2007,0,8,USA,"Biograficzny, Dramat, Przygodowy",2011-11-2,2011,4.0,"biographic, drama, przygodowy",0,-0.09999999999999964,8
tt0765010,movie,Brothers,Brothers,0,2009,\N,105,"Action,Drama,Thriller",7.1,105523,72605,7445,https://www.imdb.com/title/tt0765010/,0765010,7445,459973,Bracia,Brothers,2009,0,7,USA,Dramat,2011-11-2,2011,3.5,drama,0,-0.09999999999999964,7
tt0770828,movie,Man of Steel,Man of Steel,0,2013,\N,143,"Action,Adventure,Sci-Fi",7.1,660986,103042,49521,https://www.imdb.com/title/tt0770828/,0770828,49521,305388,Człowiek ze stali,Man of Steel,2013,0,5,"Kanada, USA, Wielka Brytania","Akcja, Sci-Fi",2013-6-22,2013,2.5,"action, sci-fi",0,-2.0999999999999996,7
tt0780622,movie,Teeth,Teeth,0,2007,\N,94,"Comedy,Fantasy,Horror",5.4,39873,57910,13121,https://www.imdb.com/title/tt0780622/,0780622,13121,378102,Zęby,Teeth,2007,0,7,USA,Czarna komedia,2013-9-26,2013,3.5,czarna komedia,0,1.5999999999999996,5
tt0790628,movie,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,0,2013,\N,100,Comedy,5.9,68630,101283,124459,https://www.imdb.com/title/tt0790628/,0790628,124459,323196,Niewiarygodny Burt Wonderstone,The Incredible Burt Wonderstone,2013,0,5,USA,Komedia,2013-7-8,2013,2.5,comedy,0,-0.9000000000000004,6
tt0790636,movie,Dallas Buyers Club,Dallas Buyers Club,0,2013,\N,117,"Biography,Drama",8.0,412507,106100,152532,https://www.imdb.com/title/tt0790636/,0790636,152532,657859,Witaj w klubie,Dallas Buyers Club,2013,0,8,USA,"Biograficzny, Dramat",2014-2-1,2014,4.0,"biographic, drama",0,0.0,8
tt0800320,movie,Clash of the Titans,Clash of the Titans,0,2010,\N,106,"Action,Adventure,Fantasy",5.8,261190,76175,18823,https://www.imdb.com/title/tt0800320/,0800320,18823,328812,Starcie tytanów,Clash of the Titans,2010,0,6,USA,"Fantasy, Przygodowy",2011-11-28,2011,3.0,"fantasy, przygodowy",0,0.20000000000000018,6
tt0805564,movie,Lars and the Real Girl,Lars and the Real Girl,0,2007,\N,106,"Comedy,Drama,Romance",7.3,133325,55280,6615,https://www.imdb.com/title/tt0805564/,0805564,6615,337532,Miłość Larsa,Lars and the Real Girl,2007,0,6,"Kanada, USA","Dramat, Komedia",2011-10-12,2011,3.0,"drama, comedy",0,-1.2999999999999998,7
tt0810988,movie,The Nines,The Nines,0,2007,\N,100,"Drama,Fantasy,Mystery",6.3,31853,54962,12994,https://www.imdb.com/title/tt0810988/,0810988,12994,396403,Dziewiątki,The Nines,2007,0,6,USA,"Dramat, Fantasy",2011-11-2,2011,3.0,"drama, fantasy",0,-0.2999999999999998,6
tt0814314,movie,Seven Pounds,Seven Pounds,0,2008,\N,123,Drama,7.6,274051,64716,11321,https://www.imdb.com/title/tt0814314/,0814314,11321,459974,Siedem dusz,Seven Pounds,2008,0,4,USA,Dramat,2011-8-4,2011,2.0,drama,0,-3.5999999999999996,8
tt0822854,movie,Shooter,Shooter,0,2007,\N,124,"Action,Drama,Thriller",7.2,297125,51935,7485,https://www.imdb.com/title/tt0822854/,0822854,7485,349590,Strzelec,Shooter,2007,0,6,USA,Sensacyjny,2012-2-20,2012,3.0,sensacyjny,0,-1.2000000000000002,7
tt0824747,movie,Changeling,Changeling,0,2008,\N,141,"Biography,Crime,Drama",7.7,226676,63062,3580,https://www.imdb.com/title/tt0824747/,0824747,3580,293878,Oszukana,Changeling,2008,0,8,USA,Dramat obyczajowy,2014-11-22,2014,4.0,dramat obyczajowy,0,0.2999999999999998,8
tt0829150,movie,Dracula Untold,Dracula Untold,0,2014,\N,92,"Action,Drama,Fantasy",6.3,168631,114795,49017,https://www.imdb.com/title/tt0829150/,0829150,49017,684356,Dracula: Historia nieznana,Dracula Untold,2014,0,5,"Japonia, USA","Fantasy, Horror",2014-11-10,2014,2.5,"fantasy, horror",0,-1.2999999999999998,6
tt0838283,movie,Step Brothers,Step Brothers,0,2008,\N,98,Comedy,6.9,253473,60756,12133,https://www.imdb.com/title/tt0838283/,0838283,12133,371687,Bracia przyrodni,Step Brothers,2008,0,6,USA,Komedia,2012-1-10,2012,3.0,comedy,0,-0.9000000000000004,7
tt0839980,movie,Semi-Pro,Semi-Pro,0,2008,\N,91,"Comedy,Sport",5.8,75461,58156,13260,https://www.imdb.com/title/tt0839980/,0839980,13260,401429,Semi-Pro: Drużyna marzeń?,Semi-Pro,2008,0,6,USA,"Komedia, Sportowy",2012-1-10,2012,3.0,"comedy, sportowy",0,0.20000000000000018,6
tt0840361,movie,The Town,The Town,0,2010,\N,125,"Crime,Drama,Thriller",7.5,330492,80489,23168,https://www.imdb.com/title/tt0840361/,0840361,23168,375721,Miasto złodziei,The Town,2010,0,7,USA,"Dramat, Kryminał",2018-10-7,2018,3.5,"drama, crime",0,-0.5,8
tt0841044,movie,2 Days in Paris,2 Days in Paris,0,2007,\N,96,"Comedy,Drama,Romance",6.8,29340,54796,1845,https://www.imdb.com/title/tt0841044/,0841044,1845,348154,Dwa dni w Paryżu,2 Days in Paris,2007,0,8,"Francja, Niemcy",Komedia rom.,2012-1-30,2012,4.0,komedia rom.,0,1.2000000000000002,7
tt0842926,movie,The Kids Are All Right,The Kids Are All Right,0,2010,\N,106,"Comedy,Drama,Romance",7.0,121980,79242,39781,https://www.imdb.com/title/tt0842926/,0842926,39781,366721,Wszystko w porządku,The Kids Are All Right,2010,0,7,USA,"Dramat, Komedia",2014-6-7,2014,3.5,"drama, comedy",0,0.0,7
tt0848228,movie,The Avengers,The Avengers,0,2012,\N,143,"Action,Adventure,Sci-Fi",8.0,1210767,89745,24428,https://www.imdb.com/title/tt0848228/,0848228,24428,371515,Avengers,The Avengers,2012,0,3,USA,"Akcja, Sci-Fi",2013-9-26,2013,1.5,"action, sci-fi",0,-5.0,8
tt0861689,movie,Blindness,Blindness,0,2008,\N,121,"Drama,Mystery,Sci-Fi",6.6,67062,63033,8338,https://www.imdb.com/title/tt0861689/,0861689,8338,385852,Miasto ślepców,Blindness,2008,0,6,"Brazylia, Japonia, Kanada","Dramat, Thriller",2013-11-17,2013,3.0,"drama, thriller",0,-0.5999999999999996,7
tt0862846,movie,Sunshine Cleaning,Sunshine Cleaning,0,2008,\N,91,"Comedy,Drama",6.8,67875,67267,13090,https://www.imdb.com/title/tt0862846/,0862846,13090,382376,I wszystko lśni,Sunshine Cleaning,2008,0,8,USA,"Dramat, Komedia",2012-2-28,2012,4.0,"drama, comedy",0,1.2000000000000002,7
tt0864835,movie,Mr. Peabody & Sherman,Mr. Peabody & Sherman,0,2014,\N,92,"Adventure,Animation,Comedy",6.8,58756,109846,82703,https://www.imdb.com/title/tt0864835/,0864835,82703,376118,Pan Peabody i Sherman,Mr. Peabody & Sherman,2014,0,7,USA,"Animacja, Familijny, Przygodowy",2014-7-29,2014,3.5,"animacja, familijny, przygodowy",0,0.20000000000000018,7
tt0884328,movie,The Mist,The Mist,0,2007,\N,126,"Horror,Sci-Fi",7.1,267063,56145,5876,https://www.imdb.com/title/tt0884328/,0884328,5876,238725,Mgła,The Mist,2007,0,7,USA,Horror,2011-8-4,2011,3.5,horror,0,-0.09999999999999964,7
tt0887912,movie,The Hurt Locker,The Hurt Locker,0,2008,\N,131,"Drama,Thriller,War",7.6,400916,69481,12162,https://www.imdb.com/title/tt0887912/,0887912,12162,416984,The Hurt Locker. W pułapce wojny,The Hurt Locker,2008,0,7,USA,"Dramat, Wojenny",2019-8-8,2019,3.5,"drama, war",0,-0.5999999999999996,8
tt0898367,movie,The Road,The Road,0,2009,\N,111,Drama,7.2,212167,63072,20766,https://www.imdb.com/title/tt0898367/,0898367,20766,419050,Droga,The Road,2009,0,7,USA,"Thriller, Sci-Fi",2015-3-15,2015,3.5,"thriller, sci-fi",0,-0.20000000000000018,7
tt0905372,movie,The Thing,The Thing,0,2011,\N,103,"Horror,Mystery,Sci-Fi",6.2,114604,90345,60935,https://www.imdb.com/title/tt0905372/,0905372,60935,401773,Coś,The Thing,2011,0,6,"Kanada, USA","Horror, Sci-Fi",2012-1-2,2012,3.0,"horror, sci-fi",0,-0.20000000000000018,6
tt0910905,movie,In the Electric Mist,In the Electric Mist,0,2009,\N,117,"Crime,Drama,Mystery",6.1,15664,69118,13975,https://www.imdb.com/title/tt0910905/,0910905,13975,397269,Pościg we mgle,In the Electric Mist,2009,0,5,"Francja, USA","Dramat, Kryminał, Thriller",2013-6-15,2013,2.5,"drama, crime, thriller",0,-1.0999999999999996,6
tt0914798,movie,The Boy in the Striped Pajamas,The Boy in the Striped Pyjamas,0,2008,\N,94,"Drama,War",7.8,176573,64034,14574,https://www.imdb.com/title/tt0914798/,0914798,14574,420136,Chłopiec w pasiastej piżamie,The Boy in the Striped Pyjamas,2008,0,7,"USA, Wielka Brytania","Dramat, Wojenny",2015-4-21,2015,3.5,"drama, war",0,-0.7999999999999998,8
tt0918927,movie,Doubt,Doubt,0,2008,\N,104,"Drama,Mystery",7.5,115943,64575,14359,https://www.imdb.com/title/tt0918927/,0918927,14359,432908,Wątpliwość,Doubt,2008,0,6,USA,Dramat obyczajowy,2011-10-22,2011,3.0,dramat obyczajowy,0,-1.5,8
tt0947798,movie,Black Swan,Black Swan,0,2010,\N,108,"Drama,Thriller",8.0,664325,81591,44214,https://www.imdb.com/title/tt0947798/,0947798,44214,526137,Czarny łabędź,Black Swan,2010,0,7,USA,"Dramat, Psychologiczny",2016-11-8,2016,3.5,"drama, psychologiczny",0,-1.0,8
tt0948470,movie,The Amazing Spider-Man,The Amazing Spider-Man,0,2012,\N,136,"Action,Sci-Fi",6.9,536824,95510,1930,https://www.imdb.com/title/tt0948470/,0948470,1930,401436,Niesamowity Spider-Man,The Amazing Spider-Man,2012,0,5,USA,"Akcja, Sci-Fi",2012-7-11,2012,2.5,"action, sci-fi",0,-1.9000000000000004,7
tt0949731,movie,The Happening,The Happening,0,2008,\N,91,"Drama,Mystery,Sci-Fi",5.0,189038,60037,8645,https://www.imdb.com/title/tt0949731/,0949731,8645,411786,Zdarzenie,The Happening,2008,0,6,"Indie, USA","Thriller, Sci-Fi",2013-10-18,2013,3.0,"thriller, sci-fi",0,1.0,5
tt0959337,movie,Revolutionary Road,Revolutionary Road,0,2008,\N,119,"Drama,Romance",7.3,183140,65130,4148,https://www.imdb.com/title/tt0959337/,0959337,4148,419862,Droga do szczęścia,Revolutionary Road,2008,0,9,"USA, Wielka Brytania",Melodramat,2011-10-19,2011,4.5,melodramat,0,1.7000000000000002,7
tt0974015,movie,Justice League,Justice League,0,2017,\N,120,"Action,Adventure,Fantasy",6.4,348784,122898,141052,https://www.imdb.com/title/tt0974015/,0974015,141052,426598,Liga Sprawiedliwości,Justice League,2017,0,5,"Kanada, USA, Wielka Brytania","Akcja, Sci-Fi",2018-2-28,2018,2.5,"action, sci-fi",0,-1.4000000000000004,6
tt0985694,movie,Machete,Machete,0,2010,\N,105,"Action,Crime,Thriller",6.6,184896,80219,23631,https://www.imdb.com/title/tt0985694/,0985694,23631,420755,Maczeta,Machete,2010,0,7,USA,Akcja,2014-10-25,2014,3.5,action,0,0.40000000000000036,7
tt0986263,movie,Surrogates,Surrogates,0,2009,\N,89,"Action,Crime,Sci-Fi",6.3,164950,71530,19959,https://www.imdb.com/title/tt0986263/,0986263,19959,430428,Surogaci,Surrogates,2009,0,7,USA,"Thriller, Sci-Fi",2018-11-15,2018,3.5,"thriller, sci-fi",0,0.7000000000000002,6
tt0988047,movie,Traitor,Traitor,0,2008,\N,114,"Action,Crime,Drama",7.0,53745,61352,13291,https://www.imdb.com/title/tt0988047/,0988047,13291,453795,Zdrajca,Traitor,2008,0,7,USA,Thriller,2011-9-5,2011,3.5,thriller,0,0.0,7
tt1001508,movie,He's Just Not That Into You,He's Just Not That Into You,0,2009,\N,129,"Comedy,Drama,Romance",6.4,153166,66203,10184,https://www.imdb.com/title/tt1001508/,1001508,10184,453958,Kobiety pragną bardziej,He's Just Not That Into You,2009,0,5,"Holandia, Niemcy, USA","Dramat, Komedia, Romans",2014-6-16,2014,2.5,"drama, comedy, romance",0,-1.4000000000000004,6
tt1007029,movie,The Iron Lady,The Iron Lady,0,2011,\N,105,"Biography,Drama",6.4,98169,91890,71688,https://www.imdb.com/title/tt1007029/,1007029,71688,584251,Żelazna Dama,The Iron Lady,2011,0,5,"Francja, Wielka Brytania","Biograficzny, Dramat, Polityczny",2012-2-21,2012,2.5,"biographic, drama, polityczny",0,-1.4000000000000004,6
tt1010048,movie,Slumdog Millionaire,Slumdog Millionaire,0,2008,\N,120,"Drama,Romance",8.0,762040,63082,12405,https://www.imdb.com/title/tt1010048/,1010048,12405,468296,Slumdog. Milioner z ulicy,Slumdog Millionaire,2008,0,5,Wielka Brytania,Dramat,2011-8-4,2011,2.5,drama,0,-3.0,8
tt1017460,movie,Splice,Splice,0,2009,\N,104,"Drama,Horror,Sci-Fi",5.7,89400,78266,37707,https://www.imdb.com/title/tt1017460/,1017460,37707,463455,Istota,Splice,2009,0,6,"Francja, Kanada, USA","Thriller, Sci-Fi",2014-11-2,2014,3.0,"thriller, sci-fi",0,0.2999999999999998,6
tt1023114,movie,The Way Back,The Way Back,0,2010,\N,133,"Adventure,Drama,History",7.3,104097,83369,49009,https://www.imdb.com/title/tt1023114/,1023114,49009,496469,Niepokonani,The Way Back,2010,0,5,"Polska, USA, Zjednoczone Emiraty Arabskie","Przygodowy, Dramat historyczny",2011-11-2,2011,2.5,"przygodowy, dramat historyczny",0,-2.3,7
tt1032819,movie,Powder Blue,Powder Blue,0,2009,\N,106,Drama,6.3,13667,68650,17740,https://www.imdb.com/title/tt1032819/,1032819,17740,436781,Błękitny deszcz,Powder Blue,2009,0,6,USA,Dramat,2013-12-9,2013,3.0,drama,0,-0.2999999999999998,6
tt1032856,movie,The Band's Visit,Bikur Ha-Tizmoret,0,2007,\N,87,"Comedy,Drama,Music",7.5,12348,57243,5259,https://www.imdb.com/title/tt1032856/,1032856,5259,444536,Przyjeżdża orkiestra,Bikur Ha-Tizmoret,2007,0,6,"Francja, USA, Izrael","Dramat, Komedia, Muzyczny",2011-10-19,2011,3.0,"drama, comedy, muzyczny",0,-1.5,8
tt1045658,movie,Silver Linings Playbook,Silver Linings Playbook,0,2012,\N,122,"Comedy,Drama,Romance",7.7,632267,97921,82693,https://www.imdb.com/title/tt1045658/,1045658,82693,506803,Poradnik pozytywnego myślenia,Silver Linings Playbook,2012,0,7,USA,"Dramat, Komedia",2013-3-3,2013,3.5,"drama, comedy",0,-0.7000000000000002,8
tt1045670,movie,Happy-Go-Lucky,Happy-Go-Lucky,0,2008,\N,118,"Comedy,Drama,Romance",7.0,36385,59118,10503,https://www.imdb.com/title/tt1045670/,1045670,10503,437521,"Happy-Go-Lucky, czyli co nas uszczęśliwia",Happy-Go-Lucky,2008,0,7,Wielka Brytania,Komedia,2012-6-4,2012,3.5,comedy,0,0.0,7
tt1058017,movie,The Invention of Lying,The Invention of Lying,0,2009,\N,100,"Comedy,Fantasy,Romance",6.4,109691,71520,23082,https://www.imdb.com/title/tt1058017/,1058017,23082,466716,Było sobie kłamstwo,The Invention of Lying,2009,0,4,USA,Komedia,2012-1-4,2012,2.0,comedy,0,-2.4000000000000004,6
tt1064932,movie,Welcome to the Sticks,Bienvenue chez les Ch'tis,0,2008,\N,106,"Comedy,Romance",7.1,37335,60408,8265,https://www.imdb.com/title/tt1064932/,1064932,8265,453743,Jeszcze dalej niż Północ,Bienvenue chez les Ch'tis,2008,0,8,Francja,Komedia,2011-10-20,2011,4.0,comedy,0,0.9000000000000004,7
tt1068680,movie,Yes Man,Yes Man,0,2008,\N,104,"Comedy,Romance",6.8,317068,64969,10201,https://www.imdb.com/title/tt1068680/,1068680,10201,450915,Jestem na tak,Yes Man,2008,0,5,"Australia, USA",Komedia rom.,2011-8-4,2011,2.5,komedia rom.,0,-1.7999999999999998,7
tt1077368,movie,Dark Shadows,Dark Shadows,0,2012,\N,113,"Comedy,Fantasy,Horror",6.2,235691,94478,62213,https://www.imdb.com/title/tt1077368/,1077368,62213,483333,Mroczne cienie,Dark Shadows,2012,0,6,"Australia, USA, Wielka Brytania","Fantasy, Horror, Komedia",2017-5-7,2017,3.0,"fantasy, horror, comedy",0,-0.20000000000000018,6
tt1078188,movie,Boy A,Boy A,0,2007,\N,102,Drama,7.6,36029,59995,14748,https://www.imdb.com/title/tt1078188/,1078188,14748,477273,Chłopiec A,Boy A,2007,0,6,Wielka Brytania,Dramat obyczajowy,2017-1-11,2017,3.0,dramat obyczajowy,0,-1.5999999999999996,8
tt1091191,movie,Lone Survivor,Lone Survivor,0,2013,\N,121,"Action,Biography,Drama",7.5,252490,107069,193756,https://www.imdb.com/title/tt1091191/,1091191,193756,613320,Ocalony,Lone Survivor,2013,0,6,USA,"Dramat, Wojenny",2014-2-21,2014,3.0,"drama, war",0,-1.5,8
tt1093908,movie,Confessions of a Shopaholic,Confessions of a Shopaholic,0,2009,\N,104,"Comedy,Romance",5.9,71934,67788,20048,https://www.imdb.com/title/tt1093908/,1093908,20048,460220,Wyznania zakupoholiczki,Confessions of a Shopaholic,2009,0,3,USA,Komedia rom.,2019-10-4,2019,1.5,komedia rom.,0,-2.9000000000000004,6
tt1117385,movie,Felon,Felon,0,2008,\N,104,"Crime,Drama",7.4,72951,60753,13012,https://www.imdb.com/title/tt1117385/,1117385,13012,464212,Skazaniec,Felon,2008,0,8,USA,"Dramat, Kryminał",2011-9-5,2011,4.0,"drama, crime",0,0.5999999999999996,7
tt1119646,movie,The Hangover,The Hangover,0,2009,\N,100,Comedy,7.7,684455,69122,18785,https://www.imdb.com/title/tt1119646/,1119646,18785,487211,Kac Vegas,The Hangover,2009,0,3,"Niemcy, USA",Komedia,2011-8-4,2011,1.5,comedy,0,-4.7,8
tt1124035,movie,The Ides of March,The Ides of March,0,2011,\N,101,"Drama,Thriller",7.1,209453,89804,10316,https://www.imdb.com/title/tt1124035/,1124035,10316,530029,Idy marcowe,The Ides of March,2011,0,7,USA,"Dramat, Polityczny",2011-12-30,2011,3.5,"drama, polityczny",0,-0.09999999999999964,7
tt1125849,movie,The Wrestler,The Wrestler,0,2008,\N,109,"Drama,Sport",7.9,280759,64839,12163,https://www.imdb.com/title/tt1125849/,1125849,12163,461946,Zapaśnik,The Wrestler,2008,0,7,"Francja, USA","Dramat obyczajowy, Sportowy",2011-10-22,2011,3.5,"dramat obyczajowy, sportowy",0,-0.9000000000000004,8
tt1126590,movie,Big Eyes,Big Eyes,0,2014,\N,106,"Biography,Crime,Drama",7.0,80096,118985,87093,https://www.imdb.com/title/tt1126590/,1126590,87093,472866,Wielkie oczy,Big Eyes,2014,0,5,USA,"Biograficzny, Dramat",2015-2-3,2015,2.5,"biographic, drama",0,-2.0,7
tt1131729,movie,Pirate Radio,The Boat That Rocked,0,2009,\N,135,"Comedy,Drama,Music",7.4,104074,68073,18947,https://www.imdb.com/title/tt1131729/,1131729,18947,467136,Radio na fali,The Boat That Rocked,2009,0,8,"Francja, Niemcy, Wielka Brytania","Dramat, Komedia, Muzyczny",2011-10-22,2011,4.0,"drama, comedy, muzyczny",0,0.5999999999999996,7
tt1137450,movie,Death Wish,Death Wish,0,2018,\N,107,"Action,Crime,Drama",6.4,55236,184931,395990,https://www.imdb.com/title/tt1137450/,1137450,395990,766688,Życzenie śmierci,Death Wish,2018,0,5,USA,Sensacyjny,2018-5-14,2018,2.5,sensacyjny,0,-1.4000000000000004,6
tt1139328,movie,The Ghost Writer,The Ghost Writer,0,2010,\N,128,"Drama,Mystery,Thriller",7.2,150687,74545,11439,https://www.imdb.com/title/tt1139328/,1139328,11439,463952,Autor widmo,The Ghost Writer,2010,0,5,"Francja, Niemcy, Wielka Brytania","Dramat, Thriller",2014-10-9,2014,2.5,"drama, thriller",0,-2.2,7
