tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,OcenaImdb,genre_eng,similarity,diff,averageRating_int
tt2737050,movie,"Two Days, One Night","Deux jours, une nuit",0,2014,\N,95,Drama,7.3,42184,682082,"Dwa dni, jedna noc","Deux jours, une nuit",2014,0,7,"Belgia, Francja, Włochy",Dramat,2015-6-23,3.5,drama,0,-0.2999999999999998,7
tt2096673,movie,Inside Out,Inside Out,0,2015,\N,95,"Adventure,Animation,Comedy",8.2,559991,682170,W głowie się nie mieści,Inside Out,2015,0,7,USA,"Animacja, Komedia",2018-7-24,3.5,"animacja, comedy",0,-1.1999999999999993,8
tt2713180,movie,Fury,Fury,0,2014,\N,134,"Action,Drama,War",7.6,394641,683180,Furia,Fury,2014,0,6,"Chiny, USA, Wielka Brytania","Dramat, Wojenny",2014-11-10,3.0,"drama, war",0,-1.5999999999999996,8
tt0829150,movie,Dracula Untold,Dracula Untold,0,2014,\N,92,"Action,Drama,Fantasy",6.3,168631,684356,Dracula: Historia nieznana,Dracula Untold,2014,0,5,"Japonia, USA","Fantasy, Horror",2014-11-10,2.5,"fantasy, horror",0,-1.2999999999999998,6
tt1924435,movie,Let's Be Cops,Let's Be Cops,0,2014,\N,104,"Action,Comedy,Crime",6.4,123442,684901,Udając gliniarzy,Let's Be Cops,2014,0,3,USA,"Komedia, Akcja",2014-11-10,1.5,"comedy, action",0,-3.4000000000000004,6
tt2452254,movie,Clouds of Sils Maria,Clouds of Sils Maria,0,2014,\N,124,Drama,6.7,25529,684980,Sils Maria,Clouds of Sils Maria,2014,0,7,"Francja, Niemcy, Szwajcaria, USA",Dramat,2015-12-12,3.5,drama,0,0.2999999999999998,7
tt2782844,movie,Billionaire Ransom,Take Down,0,2016,\N,107,"Action,Adventure,Crime",5.5,3052,685873,Miliardowy okup,Take Down,2016,0,4,USA,Thriller,2017-7-9,2.0,thriller,0,-1.5,6
tt2140379,movie,Self/less,Self/less,0,2015,\N,117,"Action,Mystery,Sci-Fi",6.5,83805,686639,Klucz do wieczności,Self/less,2015,0,5,USA,"Thriller, Sci-Fi",2015-9-9,2.5,"thriller, sci-fi",0,-1.5,6
tt2788710,movie,The Interview,The Interview,0,2014,\N,112,"Action,Adventure,Comedy",6.5,291965,686651,Wywiad ze słońcem narodu,The Interview,2014,0,3,USA,"Komedia, Akcja",2014-12-30,1.5,"comedy, action",0,-3.5,6
tt2975590,movie,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,0,2016,\N,151,"Action,Adventure,Sci-Fi",6.5,592339,687215,Batman v Superman: Świt sprawiedliwości,Batman v Superman: Dawn of Justice,2016,0,6,USA,"Akcja, Sci-Fi",2016-4-11,3.0,"action, sci-fi",0,-0.5,6
tt2203939,movie,The Other Woman,The Other Woman,0,2014,\N,109,"Comedy,Romance",6.0,125354,687690,Inna kobieta,The Other Woman,2014,0,3,USA,Komedia,2014-9-16,1.5,comedy,0,-3.0,6
tt2870708,movie,Wish I Was Here,Wish I Was Here,0,2014,\N,106,"Comedy,Drama",6.7,35361,687846,Gdybym tylko tu był,Wish I Was Here,2014,0,6,USA,"Dramat, Komedia",2014-12-1,3.0,"drama, comedy",0,-0.7000000000000002,7
tt2799166,movie,The Pyramid,The Pyramid,0,2014,\N,89,"Action,Adventure,Horror",4.6,22047,688030,Piramida,The Pyramid,2014,0,2,USA,Horror,2015-4-26,1.0,horror,0,-2.5999999999999996,5
tt2884206,movie,I Origins,I Origins,0,2014,\N,106,"Drama,Romance,Sci-Fi",7.4,107801,688373,Początek,I Origins,2014,0,3,USA,"Dramat, Sci-Fi",2018-8-31,1.5,"drama, sci-fi",0,-4.4,7
tt2752758,movie,Devil's Due,Devil's Due,0,2014,\N,89,"Horror,Mystery,Thriller",4.1,15695,688891,Diabelskie nasienie,Devil's Due,2014,0,4,USA,Horror,2014-7-21,2.0,horror,0,-0.09999999999999964,4
tt3011894,movie,Wild Tales,Relatos salvajes,0,2014,\N,122,"Comedy,Drama,Thriller",8.1,157951,689545,Dzikie historie,Relatos salvajes,2014,0,7,"Argentyna, Hiszpania",Czarna komedia,2015-7-8,3.5,czarna komedia,0,-1.0999999999999996,8
tt2937898,movie,A Most Violent Year,A Most Violent Year,0,2014,\N,125,"Action,Crime,Drama",7.0,61979,691412,Rok przemocy,A Most Violent Year,2014,0,6,USA,"Dramat, Kryminał",2015-8-14,3.0,"drama, crime",0,-1.0,7
tt2980516,movie,The Theory of Everything,The Theory of Everything,0,2014,\N,123,"Biography,Drama,Romance",7.7,372083,691862,Teoria wszystkiego,The Theory of Everything,2014,0,5,Wielka Brytania,"Biograficzny, Dramat",2015-2-9,2.5,"biographic, drama",0,-2.7,8
tt2870756,movie,Magic in the Moonlight,Magic in the Moonlight,0,2014,\N,97,"Comedy,Romance",6.6,60560,691927,Magia w blasku księżyca,Magic in the Moonlight,2014,0,5,USA,Komedia,2015-1-4,2.5,comedy,0,-1.5999999999999996,7
tt1809398,movie,Unbroken,Unbroken,0,2014,\N,137,"Biography,Drama,Sport",7.2,133456,693142,Niezłomny,Unbroken,2014,0,4,USA,"Biograficzny, Dramat, Wojenny",2015-5-30,2.0,"biographic, drama, war",0,-3.2,7
tt3076658,movie,Creed,Creed,0,2015,\N,133,"Drama,Sport",7.6,232596,694246,Creed: Narodziny legendy,Creed,2015,0,7,USA,"Dramat, Sportowy",2016-1-12,3.5,"drama, sportowy",0,-0.5999999999999996,8
tt2305051,movie,Wild,Wild,0,2014,\N,115,"Biography,Drama",7.1,113064,694545,Dzika droga,Wild,2014,0,7,USA,"Biograficzny, Dramat",2015-5-21,3.5,"biographic, drama",0,-0.09999999999999964,7
tt3077214,movie,Suffragette,Suffragette,0,2015,\N,106,"Biography,Drama,History",6.9,35357,695003,Sufrażystka,Suffragette,2015,0,4,Wielka Brytania,Dramat,2016-3-14,2.0,drama,0,-2.9000000000000004,7
tt2503944,movie,Burnt,Burnt,0,2015,\N,101,"Comedy,Drama",6.6,99254,695281,Ugotowany,Burnt,2015,0,3,USA,"Dramat, Komedia",2016-3-4,1.5,"drama, comedy",0,-3.5999999999999996,7
tt2267998,movie,Gone Girl,Gone Girl,0,2014,\N,149,"Drama,Mystery,Thriller",8.1,789003,695409,Zaginiona dziewczyna,Gone Girl,2014,0,7,USA,"Dramat, Thriller",2014-10-13,3.5,"drama, thriller",0,-1.0999999999999996,8
tt3300542,movie,London Has Fallen,London Has Fallen,0,2016,\N,99,"Action,Thriller",5.9,133516,695696,Londyn w ogniu,London Has Fallen,2016,0,5,"USA, Wielka Brytania, Bułgaria","Thriller, Akcja",2016-3-18,2.5,"thriller, action",0,-0.9000000000000004,6
tt3110958,movie,Now You See Me 2,Now You See Me 2,0,2016,\N,129,"Action,Adventure,Comedy",6.5,226073,696433,Iluzja 2,Now You See Me 2,2016,0,6,"Francja, USA","Kryminał, Thriller",2016-8-22,3.0,"crime, thriller",0,-0.5,6
tt3100274,movie,Manhattan Night,Manhattan Nocturne,0,2016,\N,113,"Crime,Drama,Mystery",6.2,10699,697182,Tajemnice Manhattanu,Manhattan Nocturne,2016,0,5,USA,Thriller,2016-12-31,2.5,thriller,0,-1.2000000000000002,6
tt2911668,movie,Beyond the Reach,Beyond the Reach,0,2014,\N,91,Thriller,5.6,9017,697684,Pojedynek na pustyni,Beyond the Reach,2014,0,7,USA,Thriller,2017-7-8,3.5,thriller,0,1.4000000000000004,6
tt3161960,movie,Nobody from Nowhere,Un illustre inconnu,0,2014,\N,118,"Drama,Thriller",6.7,1426,698272,Nikt znikąd,Un illustre inconnu,2014,0,6,Francja,Thriller,2016-3-15,3.0,thriller,0,-0.7000000000000002,7
tt2376218,movie,The Forger,The Forger,0,2014,\N,92,"Crime,Drama,Thriller",5.8,11286,699082,Fałszerz,The Forger,2014,0,5,USA,"Kryminał, Thriller",2015-8-24,2.5,"crime, thriller",0,-0.7999999999999998,6
tt3184934,movie,The New Girlfriend,Une nouvelle amie,0,2014,\N,108,Drama,6.6,7121,699194,Nowa dziewczyna,Une nouvelle amie,2014,0,7,Francja,Dramat,2015-12-3,3.5,drama,0,0.40000000000000036,7
tt3219194,movie,Uncle John,Uncle John,0,2015,\N,113,"Crime,Drama,Mystery",6.2,1593,699621,Wujek John,Uncle John,2015,0,7,USA,Thriller,2016-7-6,3.5,thriller,0,0.7999999999999998,6
tt2058673,movie,Point Break,Point Break,0,2015,\N,114,"Action,Crime,Sport",5.3,55131,699976,Point Break - na fali,Point Break,2015,0,4,"Chiny, Niemcy, USA",Akcja,2016-5-5,2.0,action,0,-1.2999999999999998,5
tt3450958,movie,War for the Planet of the Apes,War for the Planet of the Apes,0,2017,\N,140,"Action,Adventure,Drama",7.4,210750,700190,Wojna o planetę małp,War for the Planet of the Apes,2017,0,5,"Kanada, Nowa Zelandia, USA","Dramat, Akcja, Sci-Fi",2017-8-11,2.5,"drama, action, sci-fi",0,-2.4000000000000004,7
tt3181822,movie,The Boy Next Door,The Boy Next Door,0,2015,\N,91,"Horror,Thriller",4.7,35788,700906,Chłopak z sąsiedztwa,The Boy Next Door,2015,0,3,USA,Thriller,2015-5-12,1.5,thriller,0,-1.7000000000000002,5
tt3268668,movie,Captive,Captive,0,2015,\N,97,"Action,Crime,Drama",5.4,6157,701195,Uwięziona,Captive,2015,0,5,USA,Thriller,2017-1-27,2.5,thriller,0,-0.40000000000000036,5
tt3316960,movie,Still Alice,Still Alice,0,2014,\N,101,Drama,7.5,120135,702277,Motyl Still Alice,Still Alice,2014,0,8,"Francja, USA",Dramat,2015-1-2,4.0,drama,0,0.5,8
tt2910904,movie,The Dressmaker,The Dressmaker,0,2015,\N,119,"Comedy,Drama",7.1,48733,702785,Projektantka,The Dressmaker,2015,0,5,Australia,"Dramat, Komedia",2016-4-12,2.5,"drama, comedy",0,-2.0999999999999996,7
tt3079380,movie,Spy,Spy,0,2015,\N,120,"Action,Comedy,Crime",7.0,218615,702809,Agentka,Spy,2015,0,6,USA,"Komedia, Akcja",2015-10-5,3.0,"comedy, action",0,-1.0,7
tt3464902,movie,The Lobster,The Lobster,0,2015,\N,119,"Comedy,Drama,Romance",7.1,193305,702950,Lobster,The Lobster,2015,0,9,"Francja, Grecja, Holandia, Irlandia, Wielka Brytania",Thriller,2016-1-1,4.5,thriller,0,1.9000000000000004,7
tt1800338,movie,Accused,Lucia de B.,0,2014,\N,97,"Biography,Crime,Drama",7.1,3329,703619,Sprawa Lucii de B,Lucia de B.,2014,0,6,Holandia,"Thriller, Psychologiczny",2018-12-14,3.0,"thriller, psychologiczny",0,-1.0999999999999996,7
tt3065204,movie,The Conjuring 2,The Conjuring 2,0,2016,\N,134,"Horror,Mystery,Thriller",7.3,206176,704946,Obecność 2,The Conjuring 2,2016,0,6,USA,Horror,2016-6-29,3.0,horror,0,-1.2999999999999998,7
tt3335606,movie,Berlin Syndrome,Berlin Syndrome,0,2017,\N,116,"Drama,Horror,Mystery",6.3,19680,706026,Syndrom berliński,Berlin Syndrome,2017,0,6,Australia,Thriller,2018-8-3,3.0,thriller,0,-0.2999999999999998,6
tt3312830,movie,Youth,Youth,0,2015,\N,124,"Comedy,Drama,Music",7.3,66531,706142,Młodość,Youth,2015,0,6,"Francja, Szwajcaria, Wielka Brytania, Włochy",Dramat,2015-11-3,3.0,drama,0,-1.2999999999999998,7
tt3416742,movie,What We Do in the Shadows,What We Do in the Shadows,0,2014,\N,86,"Comedy,Horror",7.7,134380,707286,Co robimy w ukryciu,What We Do in the Shadows,2014,0,7,"Nowa Zelandia, USA","Horror, Komedia, Dokumentalizowany",2015-8-14,3.5,"horror, comedy, dokumentalizowany",0,-0.7000000000000002,8
tt3297330,movie,Good Kill,Good Kill,0,2014,\N,102,"Drama,Thriller,War",6.4,21464,708003,Dobre zabijanie,Good Kill,2014,0,7,USA,"Dramat, Thriller",2016-2-3,3.5,"drama, thriller",0,0.5999999999999996,6
tt3533916,movie,The Veil,The Veil,0,2016,\N,93,Horror,4.7,7046,709847,Powrót do Heaven's Veil,The Veil,2016,0,4,USA,Horror,2018-3-30,2.0,horror,0,-0.7000000000000002,5
tt2159988,movie,The Walk,The Walk,0,2015,\N,89,"Crime,Thriller",6.8,126,710094,The Walk. Sięgając chmur,The Walk,2015,0,6,USA,"Biograficzny, Dramat",2016-1-1,3.0,"biographic, drama",0,-0.7999999999999998,7
tt3567288,movie,The Visit,The Visit,0,2015,\N,94,"Horror,Mystery,Thriller",6.2,105838,712145,Wizyta,The Visit,2015,0,6,USA,Horror,2015-12-21,3.0,horror,0,-0.20000000000000018,6
tt2543164,movie,Arrival,Arrival,0,2016,\N,116,"Drama,Mystery,Sci-Fi",7.9,540563,712896,Nowy początek,Arrival,2016,0,7,USA,"Thriller, Sci-Fi",2016-11-17,3.5,"thriller, sci-fi",0,-0.9000000000000004,8
tt3315342,movie,Logan,Logan,0,2017,\N,137,"Action,Drama,Sci-Fi",8.1,590835,713552,Logan: Wolverine,Logan,2017,0,6,"Australia, Kanada, USA","Dramat, Akcja, Sci-Fi",2017-3-25,3.0,"drama, action, sci-fi",0,-2.0999999999999996,8
tt2118624,movie,The Final Girls,The Final Girls,0,2015,\N,88,"Comedy,Drama,Fantasy",6.6,31473,713866,Dziewczyny śmierci,The Final Girls,2015,0,6,USA,"Horror, Komedia",2018-9-22,3.0,"horror, comedy",0,-0.5999999999999996,7
tt3510452,movie,Misunderstood,Incompresa,0,2014,\N,103,Drama,6.7,1165,714061,Dziewczynka z kotem,Incompresa,2014,0,6,"Francja, Włochy",Dramat,2015-12-10,3.0,drama,0,-0.7000000000000002,7
tt1179933,movie,10 Cloverfield Lane,10 Cloverfield Lane,0,2016,\N,103,"Drama,Horror,Mystery",7.2,270207,714080,Cloverfield Lane 10,10 Cloverfield Lane,2016,0,6,USA,"Thriller, Sci-Fi",2016-7-3,3.0,"thriller, sci-fi",0,-1.2000000000000002,7
tt3778644,movie,Solo: A Star Wars Story,Solo: A Star Wars Story,0,2018,\N,135,"Action,Adventure,Sci-Fi",6.9,249965,714149,Han Solo: Gwiezdne wojny - historie,Solo: A Star Wars Story,2018,0,4,USA,"Przygodowy, Sci-Fi",2019-3-22,2.0,"przygodowy, sci-fi",0,-2.9000000000000004,7
tt3460252,movie,The Hateful Eight,The Hateful Eight,0,2015,\N,168,"Crime,Drama,Mystery",7.8,468028,714192,Nienawistna ósemka,The Hateful Eight,2015,0,8,USA,Western,2015-12-29,4.0,western,0,0.20000000000000018,8
tt3328442,movie,Residue,Residue,0,2015,\N,102,"Drama,Horror,Mystery",5.4,2094,714382,Osad,Residue,2015,0,3,Wielka Brytania,Horror,2017-11-1,1.5,horror,0,-2.4000000000000004,5
tt3659388,movie,The Martian,The Martian,0,2015,\N,144,"Adventure,Drama,Sci-Fi",8.0,705819,715533,Marsjanin,The Martian,2015,0,8,"USA, Wielka Brytania",Sci-Fi,2015-10-7,4.0,sci-fi,0,0.0,8
tt3704416,movie,Digging for Fire,Digging for Fire,0,2015,\N,85,Drama,5.8,5226,715591,Nie igraj z ogniem,Digging for Fire,2015,0,6,USA,Dramat,2016-3-16,3.0,drama,0,0.20000000000000018,6
tt3702652,movie,The Other Side of the Door,The Other Side of the Door,0,2016,\N,96,Horror,5.3,16298,715836,Po tamtej stronie drzwi,The Other Side of the Door,2016,0,3,"Indie, USA, Wielka Brytania",Horror,2016-6-11,1.5,horror,0,-2.3,5
tt3748172,movie,Gerald's Game,Gerald's Game,0,2017,\N,103,"Drama,Horror,Thriller",6.6,73865,716735,Gra Geralda,Gerald's Game,2017,0,6,USA,Thriller,2017-10-2,3.0,thriller,0,-0.5999999999999996,7
tt2726552,movie,A Kind of Murder,A Kind of Murder,0,2016,\N,95,"Crime,Drama,Thriller",5.3,6190,719113,Sposób na morderstwo,A Kind of Murder,2016,0,4,USA,Kryminał,2017-4-5,2.0,crime,0,-1.2999999999999998,5
tt3014866,movie,Criminal,Criminal,0,2016,\N,113,"Action,Crime,Drama",6.3,54169,719245,Umysł przestępcy,Criminal,2016,0,5,"USA, Wielka Brytania","Dramat, Kryminał, Akcja",2018-5-19,2.5,"drama, crime, action",0,-1.2999999999999998,6
tt2547584,movie,The Light Between Oceans,The Light Between Oceans,0,2016,\N,133,"Drama,Romance",7.2,48115,719676,Światło między oceanami,The Light Between Oceans,2016,0,6,"Nowa Zelandia, USA, Wielka Brytania",Dramat,2017-6-6,3.0,drama,0,-1.2000000000000002,7
tt3741700,movie,Godzilla: King of the Monsters,Godzilla: King of the Monsters,0,2019,\N,132,"Action,Adventure,Fantasy",6.1,101654,720753,Godzilla II: Król potworów,Godzilla: King of the Monsters,2019,0,2,"Japonia, USA","Akcja, Sci-Fi",2019-8-26,1.0,"action, sci-fi",0,-4.1,6
tt3714720,movie,The Hollars,The Hollars,0,2016,\N,88,"Comedy,Drama,Romance",6.5,10573,720973,Hollarsowie,The Hollars,2016,0,6,USA,"Dramat, Komedia, Romans",2017-6-4,3.0,"drama, comedy, romance",0,-0.5,6
tt2625810,movie,Into the Forest,Into the Forest,0,2015,\N,101,"Drama,Sci-Fi,Thriller",5.8,17191,721794,Głusza,Into the Forest,2015,0,3,Kanada,Dramat,2017-4-18,1.5,drama,0,-2.8,6
tt3896198,movie,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,0,2017,\N,136,"Action,Adventure,Comedy",7.6,515569,722146,Strażnicy Galaktyki vol. 2,Guardians of the Galaxy Vol. 2,2017,0,5,USA,"Akcja, Sci-Fi",2017-9-6,2.5,"action, sci-fi",0,-2.5999999999999996,8
tt3829266,movie,The Predator,The Predator,0,2018,\N,107,"Action,Adventure,Sci-Fi",5.4,105069,723027,Predator,The Predator,2018,0,6,"Kanada, USA","Akcja, Sci-Fi",2018-9-24,3.0,"action, sci-fi",0,0.5999999999999996,5
tt2580382,movie,The Survivalist,The Survivalist,0,2015,\N,104,"Drama,Sci-Fi,Thriller",6.4,14807,723068,Surwiwalista,The Survivalist,2015,0,5,Wielka Brytania,Thriller,2017-9-24,2.5,thriller,0,-1.4000000000000004,6
tt3707106,movie,By the Sea,By the Sea,0,2015,\N,122,"Drama,Romance",5.3,16915,723530,Nad morzem,By the Sea,2015,0,5,"Francja, USA, Malta",Melodramat,2015-11-23,2.5,melodramat,0,-0.2999999999999998,5
tt3704050,movie,Remember,Remember,0,2015,\N,94,"Drama,Mystery,Thriller",7.5,20402,723653,Niepamięć,Remember,2015,0,7,"Kanada, Meksyk, Niemcy, RPA",Dramat,2017-9-14,3.5,drama,0,-0.5,8
tt1785635,movie,The Vault,The Vault,0,2017,\N,91,"Crime,Horror,Mystery",4.8,11124,724409,Sejf,The Vault,2017,0,3,USA,Horror,2019-3-31,1.5,horror,0,-1.7999999999999998,5
tt1386697,movie,Suicide Squad,Suicide Squad,0,2016,\N,123,"Action,Adventure,Fantasy",6.0,556744,725816,Legion samobójców,Suicide Squad,2016,0,6,"Kanada, USA","Akcja, Sci-Fi",2016-8-23,3.0,"action, sci-fi",0,0.0,6
tt2056771,movie,A Bigger Splash,A Bigger Splash,0,2015,\N,125,"Drama,Thriller",6.4,24510,726089,Nienasyceni,A Bigger Splash,2015,0,5,"Francja, Włochy","Dramat, Kryminał",2016-6-28,2.5,"drama, crime",0,-1.4000000000000004,6
tt2737304,movie,Bird Box,Bird Box,0,2018,\N,124,"Drama,Horror,Sci-Fi",6.6,240522,726369,Nie otwieraj oczu,Bird Box,2018,0,5,USA,"Thriller, Sci-Fi",2018-12-25,2.5,"thriller, sci-fi",0,-1.5999999999999996,7
tt4154664,movie,Captain Marvel,Captain Marvel,0,2019,\N,123,"Action,Adventure,Sci-Fi",6.9,383046,726490,Kapitan Marvel,Captain Marvel,2019,0,5,"Australia, USA","Akcja, Sci-Fi",2019-3-10,2.5,"action, sci-fi",0,-1.9000000000000004,7
tt2226597,movie,The Mountain Between Us,The Mountain Between Us,0,2017,\N,112,"Action,Adventure,Drama",6.4,60235,726818,Pomiędzy nami góry,The Mountain Between Us,2017,0,3,USA,Dramat,2018-1-15,1.5,drama,0,-3.4000000000000004,6
tt4160708,movie,Don't Breathe,Don't Breathe,0,2016,\N,88,"Crime,Horror,Thriller",7.1,197521,727968,Nie oddychaj,Don't Breathe,2016,0,3,USA,Thriller,2017-7-21,1.5,thriller,0,-4.1,7
tt3682448,movie,Bridge of Spies,Bridge of Spies,0,2015,\N,142,"Drama,History,Thriller",7.6,270019,728144,Most szpiegów,Bridge of Spies,2015,0,7,"Indie, Niemcy, USA","Dramat, Thriller",2015-12-15,3.5,"drama, thriller",0,-0.5999999999999996,8
tt2140479,movie,The Accountant,The Accountant,0,2016,\N,128,"Action,Crime,Drama",7.3,241731,728399,Księgowy,The Accountant,2016,0,7,USA,"Dramat, Sensacyjny",2016-10-31,3.5,"drama, sensacyjny",0,-0.2999999999999998,7
tt4085084,movie,Disorder,Maryland,0,2015,\N,98,"Drama,Thriller",6.2,5205,730480,Cień,Maryland,2015,0,3,"Belgia, Francja",Thriller,2018-2-23,1.5,thriller,0,-3.2,6
tt2798920,movie,Annihilation,Annihilation,0,2018,\N,115,"Adventure,Drama,Horror",6.9,247266,730844,Anihilacja,Annihilation,2018,0,4,"USA, Wielka Brytania","Thriller, Sci-Fi",2018-3-12,2.0,"thriller, sci-fi",0,-2.9000000000000004,7
tt2005151,movie,War Dogs,War Dogs,0,2016,\N,114,"Biography,Comedy,Crime",7.1,161641,731322,Rekiny wojny,War Dogs,2016,0,4,USA,Komedia,2016-11-27,2.0,comedy,0,-3.0999999999999996,7
tt3170832,movie,Room,Room,0,2015,\N,118,"Drama,Thriller",8.1,332350,731541,Pokój,Room,2015,0,7,"Irlandia, Kanada, USA, Wielka Brytania",Dramat,2016-5-4,3.5,drama,0,-1.0999999999999996,8
tt1596363,movie,The Big Short,The Big Short,0,2015,\N,130,"Biography,Comedy,Drama",7.8,323963,732548,Big Short,The Big Short,2015,0,8,USA,Dramat,2016-3-27,4.0,drama,0,0.20000000000000018,8
tt3742378,movie,The Second Mother,Que Horas Ela Volta?,0,2015,\N,112,"Comedy,Drama",7.8,11410,733187,Prawie jak matka,Que Horas Ela Volta?,2015,0,8,Brazylia,Dramat,2016-3-14,4.0,drama,0,0.20000000000000018,8
tt3083008,movie,The Program,The Program,0,2015,\N,99,"Biography,Drama,Sport",6.5,15058,733808,Strategia mistrza,The Program,2015,0,7,"Francja, Wielka Brytania","Biograficzny, Dramat, Sportowy",2016-2-6,3.5,"biographic, drama, sportowy",0,0.5,6
tt3766354,movie,The Equalizer 2,The Equalizer 2,0,2018,\N,121,"Action,Crime,Thriller",6.7,110485,734586,Bez litości 2,The Equalizer 2,2018,0,7,USA,"Thriller, Akcja",2018-9-18,3.5,"thriller, action",0,0.2999999999999998,7
tt4178092,movie,The Gift,The Gift,0,2015,\N,108,"Drama,Mystery,Thriller",7.0,127268,736033,Dar,The Gift,2015,0,7,"Australia, Chiny, USA",Thriller,2015-11-1,3.5,thriller,0,0.0,7
tt3532216,movie,American Made,American Made,0,2017,\N,115,"Action,Biography,Comedy",7.1,141991,736421,Barry Seal: Król przemytu,American Made,2017,0,7,USA,"Dramat, Polityczny",2017-10-2,3.5,"drama, polityczny",0,-0.09999999999999964,7
tt4731136,movie,A Cure for Wellness,A Cure for Wellness,0,2016,\N,146,"Drama,Fantasy,Horror",6.4,74213,739293,Lekarstwo na życie,A Cure for Wellness,2016,0,5,"Niemcy, USA",Horror,2017-11-1,2.5,horror,0,-1.4000000000000004,6
tt1259528,movie,Den of Thieves,Den of Thieves,0,2018,\N,140,"Action,Crime,Drama",7.0,76838,739951,Skok stulecia,Den of Thieves,2018,0,7,USA,Sensacyjny,2018-11-30,3.5,sensacyjny,0,0.0,7
tt3606756,movie,Incredibles 2,Incredibles 2,0,2018,\N,118,"Action,Adventure,Animation",7.7,221479,740144,Iniemamocni 2,Incredibles 2,2018,0,7,USA,"Animacja, Przygodowy",2019-4-5,3.5,"animacja, przygodowy",0,-0.7000000000000002,8
tt4230700,movie,Complete Unknown,Complete Unknown,0,2016,\N,91,"Drama,Mystery",5.4,5362,740572,Nieznajoma,Complete Unknown,2016,0,7,USA,Dramat,2016-11-5,3.5,drama,0,1.5999999999999996,5
tt4334266,movie,The Bad Batch,The Bad Batch,0,2016,\N,118,"Drama,Horror,Romance",5.3,22642,740813,Outsiderka,The Bad Batch,2016,0,5,USA,Dramat,2019-6-22,2.5,drama,0,-0.2999999999999998,5
tt2582500,movie,Shut In,Shut In,0,2016,\N,91,"Drama,Mystery,Thriller",4.7,11576,741097,Osaczona,Shut In,2016,0,2,"Francja, Kanada, USA",Thriller,2017-2-18,1.0,thriller,0,-2.7,5
tt2582782,movie,Hell or High Water,Hell or High Water,0,2016,\N,102,"Action,Crime,Drama",7.6,184421,741821,Aż do piekła,Hell or High Water,2016,0,8,USA,"Dramat, Kryminał",2016-12-28,4.0,"drama, crime",0,0.40000000000000036,8
tt4486986,movie,All I See Is You,All I See Is You,0,2016,\N,109,"Drama,Mystery,Romance",5.3,9360,742783,Widzę tylko ciebie,All I See Is You,2016,0,5,"USA, Tajlandia",Thriller,2018-12-13,2.5,thriller,0,-0.2999999999999998,5
tt4633690,movie,Shot Caller,Shot Caller,0,2017,\N,121,"Crime,Drama,Thriller",7.3,63161,742795,Skazany,Shot Caller,2017,0,7,USA,"Dramat, Thriller",2018-3-28,3.5,"drama, thriller",0,-0.2999999999999998,7
tt4633694,movie,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,0,2018,\N,117,"Action,Adventure,Animation",8.4,283086,743233,Spider-Man Uniwersum,Spider-Man: Into the Spider-Verse,2018,0,8,USA,"Animacja, Familijny, Akcja",2019-2-2,4.0,"animacja, familijny, action",0,-0.40000000000000036,8
tt4649466,movie,Kingsman: The Golden Circle,Kingsman: The Golden Circle,0,2017,\N,141,"Action,Adventure,Comedy",6.7,245215,743496,Kingsman: Złoty Krąg,Kingsman: The Golden Circle,2017,0,6,"USA, Wielka Brytania","Akcja, Komedia kryminalna",2017-10-1,3.0,"action, komedia kryminalna",0,-0.7000000000000002,7
tt4652650,movie,Please Stand By,Please Stand By,0,2017,\N,93,"Comedy,Drama",6.7,9155,744026,Zachowaj spokój,Please Stand By,2017,0,6,USA,"Dramat, Komedia",2019-3-13,3.0,"drama, comedy",0,-0.7000000000000002,7
tt4550098,movie,Nocturnal Animals,Nocturnal Animals,0,2016,\N,116,"Drama,Thriller",7.5,215362,744969,Zwierzęta nocy,Nocturnal Animals,2016,0,7,USA,Thriller,2016-11-24,3.5,thriller,0,-0.5,8
tt2679552,movie,I.T.,I.T.,0,2016,\N,95,"Crime,Drama,Mystery",5.4,13870,745253,Kontrola absolutna,I.T.,2016,0,2,"Francja, Irlandia, USA",Kryminał,2017-9-14,1.0,crime,0,-3.4000000000000004,5
tt4276820,movie,The Founder,The Founder,0,2016,\N,115,"Biography,Drama,History",7.2,104597,745754,McImperium,The Founder,2016,0,6,USA,"Biograficzny, Dramat",2017-6-25,3.0,"biographic, drama",0,-1.2000000000000002,7
tt2387589,movie,The Girl on the Train,The Girl on the Train,0,2016,\N,80,Thriller,4.3,845,746043,Dziewczyna z pociągu,The Girl on the Train,2016,0,7,USA,Thriller,2016-10-10,3.5,thriller,0,2.7,4
tt3402236,movie,Murder on the Orient Express,Murder on the Orient Express,0,2017,\N,114,"Crime,Drama,Mystery",6.5,188380,746114,Morderstwo w Orient Expressie,Murder on the Orient Express,2017,0,3,"Francja, Kanada, Nowa Zelandia, USA, Wielka Brytania, Malta",Kryminał,2018-5-8,1.5,crime,0,-3.5,6
