tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,Rok,OcenaImdb,KrajKod,genre_eng,similarity,diff,averageRating_int
tt0163978,movie,The Beach,The Beach,0,2000,\N,119,"Adventure,Drama,Romance",6.7,212845,865,Niebiańska plaża,The Beach,2000,0,6,"USA, Wielka Brytania","Dramat, Przygodowy, Thriller",2010-6-1,2010,3.0,"['USA', 'GBR']","drama, przygodowy, thriller",0,-0.7000000000000002,7
tt0120601,movie,Being John Malkovich,Being John Malkovich,0,1999,\N,113,"Comedy,Drama,Fantasy",7.7,294094,868,Być jak John Malkovich,Being John Malkovich,1999,0,9,USA,"Surrealistyczny, Komedia",2016-2-10,2016,4.5,['USA'],"surrealistyczny, comedy",0,1.2999999999999998,8
tt0114814,movie,The Usual Suspects,The Usual Suspects,0,1995,\N,106,"Crime,Mystery,Thriller",8.5,932560,8727,Podejrzani,The Usual Suspects,1995,0,9,"Niemcy, USA","Kryminał, Thriller",2014-12-16,2014,4.5,"['DEU', 'USA']","crime, thriller",0,0.5,8
tt0099810,movie,The Hunt for Red October,The Hunt for Red October,0,1990,\N,135,"Action,Adventure,Thriller",7.6,168160,8774,Polowanie na Czerwony Październik,The Hunt for Red October,1990,0,5,USA,Sensacyjny,2010-6-1,2010,2.5,['USA'],sensacyjny,0,-2.5999999999999996,8
tt0088763,movie,Back to the Future,Back to the Future,0,1985,\N,116,"Adventure,Comedy,Sci-Fi",8.5,970814,8823,Powrót do przyszłości,Back to the Future,1985,0,6,USA,"Komedia, Przygodowy, Sci-Fi",2010-6-1,2010,3.0,['USA'],"comedy, przygodowy, sci-fi",0,-2.5,8
tt0096874,movie,Back to the Future Part II,Back to the Future Part II,0,1989,\N,108,"Adventure,Comedy,Sci-Fi",7.8,442664,8824,Powrót do przyszłości II,Back to the Future Part II,1989,0,6,USA,"Komedia, Przygodowy, Sci-Fi",2010-6-1,2010,3.0,['USA'],"comedy, przygodowy, sci-fi",0,-1.7999999999999998,8
tt0099088,movie,Back to the Future Part III,Back to the Future Part III,0,1990,\N,118,"Adventure,Comedy,Sci-Fi",7.4,372992,8825,Powrót do przyszłości III,Back to the Future Part III,1990,0,6,USA,"Komedia, Przygodowy, Sci-Fi",2010-6-1,2010,3.0,['USA'],"comedy, przygodowy, sci-fi",0,-1.4000000000000004,7
tt0096764,movie,The Adventures of Baron Munchausen,The Adventures of Baron Munchausen,0,1988,\N,126,"Adventure,Comedy,Fantasy",7.2,48361,8951,Przygody barona Munchausena,The Adventures of Baron Munchausen,1988,0,6,"Wielka Brytania, Włochy","Fantasy, Komedia, Przygodowy",2016-11-21,2016,3.0,"['GBR', 'ITA']","fantasy, comedy, przygodowy",0,-1.2000000000000002,7
tt0086154,movie,Psycho II,Psycho II,0,1983,\N,113,"Crime,Horror,Mystery",6.5,22023,8977,Psychoza II,Psycho II,1983,0,4,USA,Thriller,2017-4-3,2017,2.0,['USA'],thriller,0,-2.5,6
tt0091799,movie,Psycho III,Psycho III,0,1986,\N,93,"Horror,Mystery,Thriller",5.4,12064,8978,Psychoza III,Psycho III,1986,0,3,USA,Thriller,2017-4-3,2017,1.5,['USA'],thriller,0,-2.4000000000000004,5
tt0111149,movie,Shallow Grave,Shallow Grave,0,1994,\N,89,"Crime,Thriller",7.3,53974,9009,Płytki grób,Shallow Grave,1994,0,7,Wielka Brytania,Czarna komedia,2018-1-20,2018,3.5,['GBR'],czarna komedia,0,-0.2999999999999998,7
tt0083944,movie,First Blood,First Blood,0,1982,\N,93,"Action,Adventure",7.7,212127,9063,Rambo: Pierwsza krew,First Blood,1982,0,9,USA,"Dramat, Akcja",2010-6-1,2010,4.5,['USA'],"drama, action",0,1.2999999999999998,8
tt0250687,movie,Rat Race,Rat Race,0,2001,\N,112,"Adventure,Comedy",6.4,104568,9078,Wyścig szczurów,Rat Race,2001,0,8,"Kanada, USA","Komedia, Przygodowy",2014-1-6,2014,4.0,"['CAN', 'USA']","comedy, przygodowy",0,1.5999999999999996,6
tt0180093,movie,Requiem for a Dream,Requiem for a Dream,0,2000,\N,102,Drama,8.3,719867,9136,Requiem dla snu,Requiem for a Dream,2000,1,7,USA,Dramat,2012-1-11,2012,3.5,['USA'],drama,0,-1.3000000000000007,8
tt0079817,movie,Rocky II,Rocky II,0,1979,\N,119,"Drama,Sport",7.2,179241,9191,Rocky 2,Rocky II,1979,0,8,USA,"Dramat, Sportowy",2010-6-1,2010,4.0,['USA'],"drama, sportowy",0,0.7999999999999998,7
tt0324133,movie,Swimming Pool,Swimming Pool,0,2003,\N,102,"Crime,Drama,Mystery",6.7,40139,91994,Basen,Swimming Pool,2003,0,6,"Francja, Wielka Brytania","Erotyczny, Thriller, Psychologiczny",2014-12-8,2014,3.0,"['FRA', 'GBR']","erotyczny, thriller, psychologiczny",0,-0.7000000000000002,7
tt0164181,movie,Stir of Echoes,Stir of Echoes,0,1999,\N,99,"Horror,Mystery,Thriller",7.0,70995,922,Opętanie,Stir of Echoes,1999,0,7,USA,Horror,2016-9-17,2016,3.5,['USA'],horror,0,0.0,7
tt0100519,movie,Rosencrantz & Guildenstern Are Dead,Rosencrantz & Guildenstern Are Dead,0,1990,\N,117,"Comedy,Drama",7.5,19928,9239,Rosencrantz i Guildenstern nie żyją,Rosencrantz & Guildenstern Are Dead,1990,0,8,"USA, Wielka Brytania","Dramat, Komedia",2018-10-9,2018,4.0,"['USA', 'GBR']","drama, comedy",0,0.5,8
tt0073705,movie,Shivers,Shivers,0,1975,\N,87,"Horror,Sci-Fi",6.5,16172,9497,Dreszcze,Shivers,1975,0,6,Kanada,Horror,2015-9-10,2015,3.0,['CAN'],horror,0,-0.5,6
tt0343818,movie,"I, Robot","I, Robot",0,2004,\N,115,"Action,Crime,Drama",7.1,475513,95492,"Ja, robot","I, Robot",2004,0,4,"Niemcy, USA","Thriller, Sci-Fi",2010-6-1,2010,2.0,"['DEU', 'USA']","thriller, sci-fi",0,-3.0999999999999996,7
tt1392190,movie,Mad Max: Fury Road,Mad Max: Fury Road,0,2015,\N,120,"Action,Adventure,Sci-Fi",8.1,810196,95747,Mad Max: Na drodze gniewu,Mad Max: Fury Road,2015,1,9,"Australia, USA","Sensacyjny, Sci-Fi",2015-5-28,2015,4.5,"['AUS', 'USA']","sensacyjny, sci-fi",0,0.9000000000000004,8
tt0327162,movie,The Stepford Wives,The Stepford Wives,0,2004,\N,93,"Comedy,Horror,Sci-Fi",5.3,57634,95748,Żony ze Stepford,The Stepford Wives,2004,0,1,USA,"Sci-Fi, Czarna komedia",2016-1-20,2016,0.5,['USA'],"sci-fi, czarna komedia",0,-4.3,5
tt0306047,movie,Scary Movie 3,Scary Movie 3,0,2003,\N,84,Comedy,5.5,131167,95892,Straszny film 3,Scary Movie 3,2003,0,3,"Kanada, USA",Komedia,2010-6-1,2010,1.5,"['CAN', 'USA']",comedy,0,-2.5,6
tt0337978,movie,Live Free or Die Hard,Live Free or Die Hard,0,2007,\N,128,"Action,Thriller",7.1,376484,96128,Szklana pułapka 4.0,Live Free or Die Hard,2007,0,4,"USA, Wielka Brytania",Sensacyjny,2010-6-1,2010,2.0,"['USA', 'GBR']",sensacyjny,0,-3.0999999999999996,7
tt0183505,movie,"Me, Myself & Irene","Me, Myself & Irene",0,2000,\N,116,Comedy,6.6,213342,967,"Ja, Irena i Ja","Me, Myself & Irene",2000,1,9,USA,Komedia,2013-11-8,2013,4.5,['USA'],comedy,0,2.4000000000000004,7
tt0054331,movie,Spartacus,Spartacus,0,1960,\N,197,"Adventure,Biography,Drama",7.9,116375,9683,Spartakus,Spartacus,1960,0,8,USA,"Biograficzny, Dramat historyczny",2010-6-1,2010,4.0,['USA'],"biographic, dramat historyczny",0,0.09999999999999964,8
tt0105459,movie,Split Second,Split Second,0,1992,\N,90,"Action,Crime,Horror",6.2,11107,9701,W mgnieniu oka,Split Second,1992,0,7,"USA, Wielka Brytania","Horror, Sci-Fi",2014-5-24,2014,3.5,"['USA', 'GBR']","horror, sci-fi",0,0.7999999999999998,6
tt0109575,movie,Death Machine,Death Machine,0,1994,\N,99,"Action,Horror,Sci-Fi",5.7,3508,97646,Maszyna śmierci,Death Machine,1994,0,4,Wielka Brytania,"Horror, Akcja, Sci-Fi",2013-7-26,2013,2.0,['GBR'],"horror, action, sci-fi",0,-1.7000000000000002,6
tt0078748,movie,Alien,Alien,0,1979,\N,117,"Horror,Sci-Fi",8.4,737062,980,"Obcy - 8. pasażer ""Nostromo""",Alien,1979,1,10,"USA, Wielka Brytania","Horror, Sci-Fi",2010-6-1,2010,5.0,"['USA', 'GBR']","horror, sci-fi",0,1.5999999999999996,8
tt0086491,movie,Twilight Zone: The Movie,Twilight Zone: The Movie,0,1983,\N,101,"Horror,Sci-Fi",6.5,31137,9829,Strefa mroku,Twilight Zone: The Movie,1983,0,5,USA,"Horror, Nowele filmowe",2016-10-10,2016,2.5,['USA'],"horror, nowele filmowe",0,-1.5,6
tt0307987,movie,Bad Santa,Bad Santa,0,2003,\N,92,"Comedy,Crime,Drama",7.0,129316,99031,Zły Mikołaj,Bad Santa,2003,0,8,"Niemcy, USA",Komedia kryminalna,2016-12-23,2016,4.0,"['DEU', 'USA']",komedia kryminalna,0,1.0,7
tt0103064,movie,Terminator 2: Judgment Day,Terminator 2: Judgment Day,0,1991,\N,137,"Action,Sci-Fi",8.5,939548,992,Terminator 2: Dzień sądu,Terminator 2: Judgment Day,1991,0,6,"Francja, USA","Akcja, Sci-Fi",2010-6-1,2010,3.0,"['FRA', 'USA']","action, sci-fi",0,-2.5,8
tt0090605,movie,Aliens,Aliens,0,1986,\N,137,"Action,Adventure,Sci-Fi",8.4,616923,994,Obcy - decydujące starcie,Aliens,1986,0,6,USA,"Horror, Sci-Fi",2010-6-1,2010,3.0,['USA'],"horror, sci-fi",0,-2.4000000000000004,8
tt0317705,movie,The Incredibles,The Incredibles,0,2004,\N,115,"Action,Adventure,Animation",8.0,621149,99445,Iniemamocni,The Incredibles,2004,0,4,USA,"Animacja, Familijny, Komedia, Akcja",2010-6-19,2010,2.0,['USA'],"animacja, familijny, comedy, action",0,-4.0,8
tt0088247,movie,The Terminator,The Terminator,0,1984,\N,107,"Action,Sci-Fi",8.0,755479,995,Terminator,The Terminator,1984,0,9,"USA, Wielka Brytania","Akcja, Sci-Fi",2010-6-1,2010,4.5,"['USA', 'GBR']","action, sci-fi",0,1.0,8
tt0114214,movie,The Quick and the Dead,The Quick and the Dead,0,1995,\N,107,"Action,Romance,Thriller",6.4,80439,9987,Szybcy i martwi,The Quick and the Dead,1995,0,4,"Japonia, USA",Western,2013-8-28,2013,2.0,"['JPN', 'USA']",western,0,-2.4000000000000004,6
